ham,symbol,unicode
hamsymmlr hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalmd hamplus hamextfingero hampalmr hamparend hamshoulders hamclose hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingerul hampalmd hamplus hamextfingero hampalmr hamparend hamparbegin hammiddlefinger hamfingermidjoint hamhandback hamplus hamindexfinger hamfingermidjoint hamparend hamtouch hamshoulders hamclose hamplus hamsymmlr hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalmd hamplus hamextfingero hampalmr hamparend hamshoulders hamclose hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingerul hampalmd hamplus hamextfingero hampalmr hamparend hamparbegin hammiddlefinger hamfingermidjoint hamhandback hamplus hamindexfinger hamfingermidjoint hamparend hamtouch hamshoulders hamclose hamplus hamsymmlr hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalmd hamplus hamextfingero hampalmr hamparend hamshoulders hamclose hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingerul hampalmd hamplus hamextfingero hampalmr hamparend hamparbegin hammiddlefinger hamfingermidjoint hamhandback hamplus hamindexfinger hamfingermidjoint hamparend hamtouch hamshoulders hamclose,punish,e0e9 e0e2 e002 e00d e0e7 e000 e00d e0e3 e0e2 e020 e03c e0e7 e029 e03a e0e3 e051 e0d0 e0e7 e0e2 e002 e00d e0e7 e000 e00d e0e3 e0e2 e027 e03c e0e7 e029 e03a e0e3 e0e2 e072 e078 e068 e0e7 e071 e078 e0e3 e0d1 e051 e0d0 e0e7 e0e9 e0e2 e002 e00d e0e7 e000 e00d e0e3 e0e2 e020 e03c e0e7 e029 e03a e0e3 e051 e0d0 e0e7 e0e2 e002 e00d e0e7 e000 e00d e0e3 e0e2 e027 e03c e0e7 e029 e03a e0e3 e0e2 e072 e078 e068 e0e7 e071 e078 e0e3 e0d1 e051 e0d0 e0e7 e0e9 e0e2 e002 e00d e0e7 e000 e00d e0e3 e0e2 e020 e03c e0e7 e029 e03a e0e3 e051 e0d0 e0e7 e0e2 e002 e00d e0e7 e000 e00d e0e3 e0e2 e027 e03c e0e7 e029 e03a e0e3 e0e2 e072 e078 e068 e0e7 e071 e078 e0e3 e0d1 e051 e0d0
hamparbegin hamfinger2345 hamthumboutmod hamfingerstraightmod hamplus hamfinger2345 hamfingerhookmod hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingerr hampalmu hambetween hampalmur hamparend hamparbegin hamneck hamlrat hamplus hamlrat hamstomach hamparend hamplus hamparbegin hampinchall hamthumbacrossmod hamplus hampinchall hamthumbacrossmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingeror hampalmu hamparend hamparbegin hamindexfinger hamfingerpad hamplus hamindexfinger hamfingernail hamparend hamtouch,puri,e0e2 e005 e00c e010 e0e7 e005 e012 e00c e0e3 e0e2 e028 e03c e0e7 e022 e038 e0e6 e039 e0e3 e0e2 e04f e059 e0e7 e059 e053 e0e3 e0e7 e0e2 e007 e00d e0e7 e007 e00d e0e3 e0e2 e028 e03c e0e7 e02a e038 e0e3 e0e2 e071 e077 e0e7 e071 e076 e0e3 e0d1
hamfinger2 hamthumbacrossmod hamextfingeru hampalmu hamtongue hamclose hamcircleo hamsmallmod hamrepeatfromstart,purple,e002 e00d e020 e038 e04b e0d0 e092 e0c6 e0d8
hamfinger2 hamthumbacrossmod hamextfingerl hampalmd hamforehead hamlrat hamtouch hamnomotion hamplus hamparbegin hamfinger23spread hamthumbacrossmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingerl hampalmdr hamplus hamextfingeru hampalmdr hamparend hamparbegin hampalm hamplus hamindexfinger hamfingertip hamparend hamtouch hamlrat hamshoulders hamclose hamnomotion hamplus hamparbegin hamfinger23spread hamthumbacrossmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingeru hampalmdr hamparend hamparbegin hampalm hamplus hamindexfinger hamfingertip hamparend hamtouch hamlrat hamshoulders hamclose hamnomotion,purpose,e002 e00d e026 e03c e042 e059 e0d1 e0af e0e7 e0e2 e004 e00d e0e7 e005 e00c e0e3 e0e2 e026 e03b e0e7 e020 e03b e0e3 e0e2 e067 e0e7 e071 e075 e0e3 e0d1 e059 e051 e0d0 e0af e0e7 e0e2 e004 e00d e0e7 e005 e00c e0e3 e0e2 e026 e03e e0e7 e020 e03b e0e3 e0e2 e067 e0e7 e071 e075 e0e3 e0d1 e059 e051 e0d0 e0af
hamparbegin hamfist hamthumbacrossmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingeru hampalml hambetween hampalmul hamplus hamextfingeru hampalmdr hamparend hamchest hamlrbeside hamparbegin hammovel hamreplace hamfinger2345 hamthumboutmod hamparend hamparbegin hampalm hamplus hamhandback hamparend hamclose,put-on-letter,e0e2 e000 e00d e0e7 e001 e00c e0e3 e0e2 e020 e03e e0e6 e03f e0e7 e020 e03b e0e3 e052 e058 e0e2 e086 e0aa e005 e00c e0e3 e0e2 e067 e0e7 e068 e0e3 e0d0
hamsymmpar hamparbegin hampinch12open hamthumbacrossmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalmdl hamplus hamextfingeru hampalmdr hamparend hamparbegin hamindexfinger hamfingerpad hamplus hamindexfinger hamfingernail hamhandback hamparend hamtouch hamshoulders hamclose hamnomotion hammoveo hamsmallmod hamslow,query,e0e8 e0e2 e008 e00d e0e7 e002 e00d e0e3 e0e2 e020 e03d e0e7 e020 e03b e0e3 e0e2 e071 e077 e0e7 e071 e076 e068 e0e3 e0d1 e051 e0d0 e0af e089 e0c6 e0c9
hamparbegin hamfinger2 hamthumbacrossmod hamextfingerul hampalmdl hambetween hampalmd hamplus hampinch12 hamextfingero hampalmdr hamparend hamparbegin hamthumb hamindexfinger hamfingernail hamtouch hamplus hamindexfinger hamfingerpad hamparend hamtouch hamchest,questions,e0e2 e002 e00d e027 e03d e0e6 e03c e0e7 e006 e029 e03b e0e3 e0e2 e070 e071 e076 e0d1 e0e7 e071 e077 e0e3 e0d1 e052
hamheadtop,queue,e041
hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingerol hampalml hamplus hamextfingeror hampalmr hamparend hamparbegin hamfingermidjoint hamindexfinger hamplus hamfingerpad hamindexfinger hamparend hamtouch hamparbegin hammoveur hamsmallmod hamreplace hamextfingerul hambetween hamextfingeru hampalml hamparend hamrepeatfromstart hamparbegin hamreplace hamextfingerol hampalml hammovedl hamsmallmod hamfast hamparend,quick,e0e2 e002 e00d e0e7 e002 e00d e0e3 e0e2 e028 e03e e0e7 e02a e03a e0e3 e0e2 e078 e071 e0e7 e077 e071 e0e3 e0d1 e0e2 e081 e0c6 e0aa e027 e0e6 e020 e03e e0e3 e0d8 e0e2 e0aa e028 e03e e085 e0c6 e0c8 e0e3
hamcee12 hamthumbacrossmod hamextfingero hampalmu hamshoulders hamlrat hamclose hamreplace hamfist hamthumboutmod hamplus hamcee12 hamthumbacrossmod hamextfingero hampalmu hamshoulders hamlrat hamclose hamreplace hamfist hamthumboutmod hamnomotion hamreplace hamflathand hamthumboutmod hamextfingeru hampalmu,quickly,e009 e00d e029 e038 e051 e059 e0d0 e0aa e000 e00c e0e7 e009 e00d e029 e038 e051 e059 e0d0 e0aa e000 e00c e0af e0aa e001 e00c e020 e038
hamnondominant hamflathand hamthumbacrossmod hamextfingerr hampalmr hamlrat hamchest hamclose hamplus hamflathand hamthumboutmod hamextfingeru hampalml hamshoulders hamclose hamplus hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumbacrossmod hamparend hamparbegin hamextfingero hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hamindexfinger hamfingerside hamplus hampinkyside hamparend hamtouch hamchest hamclose,quit,e0ea e001 e00d e022 e03a e059 e052 e0d0 e0e7 e001 e00c e020 e03e e051 e0d0 e0e7 e0e2 e001 e00c e0e7 e001 e00d e0e3 e0e2 e029 e03e e0e7 e022 e03a e0e3 e0e2 e071 e07a e0e7 e06a e0e3 e0d1 e052 e0d0
hamsymmlr hamfinger2 hamextfingero hampalmd hamchest hamlrat hammovel hamtouch hammover hamrepeatfromstart,same,e0e9 e002 e029 e03c e052 e059 e086 e0d1 e082 e0d8
hamparbegin hamflathand hamplus hamflathand hamparend hamparbegin hamextfingerul hampalml hamplus hamextfingeru hampalmu hamparend hamparbegin hamlrat hamshoulders hamplus hamlrat hamcheek hamparend hamparbegin hammoveu hammoveo hamparend,sari,e0e2 e001 e0e7 e001 e0e3 e0e2 e027 e03e e0e7 e020 e038 e0e3 e0e2 e059 e051 e0e7 e059 e049 e0e3 e0e2 e080 e089 e0e3
hamfist hamextfingerl hampalml hamchest hamlrat hamclose hamplus hamsymmlr hamfingerstraightmod hamlargemod hamalternatingmotion hamflathand hamthumboutmod hamextfingero hampalmu hamchest hamclose hammoveu hamrepeatfromstart,scales,e000 e026 e03e e052 e059 e0d0 e0e7 e0e9 e010 e0c7 e0dd e001 e00c e029 e038 e052 e0d0 e080 e0d8
hamfist hamthumboutmod hamextfingero hampalml hamshoulders hamlrat hamreplace hamfist hamextfingero hampalml hamshoulders hamlrat hamplus hamfist hamthumboutmod hamextfingerl hampalml hamlrat hamshoulders hamreplace hamfist hamextfingerl hampalml hamlrat hamshoulders,scent,e000 e00c e029 e03e e051 e059 e0aa e000 e029 e03e e051 e059 e0e7 e000 e00c e026 e03e e059 e051 e0aa e000 e026 e03e e059 e051
hamsymmpar hamflathand hamextfingeru hampalmu hamtouch hamshoulders hamclose,school,e0e8 e001 e020 e038 e0d1 e051 e0d0
hamsymmlr hamflathand hamextfingerul hampalmdl hamlips hamclose hammoveo hamreplace hamfinger23spread hamthumbacrossmod hamextfingerul hampalmdl hamclose hamshouldertop hammover,school_terms,e0e9 e001 e027 e03d e04a e0d0 e089 e0aa e004 e00d e027 e03d e0d0 e050 e082
hamfinger23spread hamthumbacrossmod hamextfingerl hampalml hamchest hamlrat hamclose hamparbegin hammovel hamsmallmod hamreplace hamfinger23 hamthumbacrossmod hamextfingerl hampalml hamparend hamrepeatcontinueseveral,scissors,e004 e00d e026 e03e e052 e059 e0d0 e0e2 e086 e0c6 e0aa e003 e00d e026 e03e e0e3 e0db
hamsymmlr hamfinger2 hamextfingeruo hampalmdl hamshoulders hamclose hammover hamparbegin hamreplace hamextfingero hampalmd hammoved hamparend hamparbegin hamreplace hamextfingerol hamclose hammovel hamparend,screen,e0e9 e002 e031 e03d e051 e0d0 e082 e0e2 e0aa e029 e03c e084 e0e3 e0e2 e0aa e028 e0d0 e086 e0e3
hamsymmlr hamflathand hamthumbacrossmod hamextfingeru hambetween hamextfingerul hampalmr hamtouch hamshoulders hamclose hamnomotion hamreplace hamextfingero hampalml hamnomotion hammoved hamplus hamsymmpar hamfinger2 hamfingerhookmod hamextfingeru hampalmdl hamtouch hamshoulders hamclose hammover hamsmallmod hamnomotion hamplus hamcee12 hamextfingero hambetween hamextfingeror hampalml hamforehead hamlrbeside hamclose hammoved hamlargemod,sculptor,e0e9 e001 e00d e020 e0e6 e027 e03a e0d1 e051 e0d0 e0af e0aa e029 e03e e0af e084 e0e7 e0e8 e002 e012 e020 e03d e0d1 e051 e0d0 e082 e0c6 e0af e0e7 e009 e029 e0e6 e02a e03e e042 e058 e0d0 e084 e0c7
hamsymmpar hamflathand hamthumbacrossmod hamextfingeru hampalmu hamlips hamclose hamreplace hamflathand hamextfingeru hampalml hammoved hamsmallmod hamplus hamparbegin hamfinger2 hamfingerbendmod hamthumbacrossmod hamplus hamfinger2 hamfingerbendmod hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamshoulders hamseqbegin hammoveo hamsmallmod hammovei hamsmallmod hammoved hamsmallmod hamseqend hamrepeatcontinueseveral,sculpture,e0e8 e001 e00d e020 e038 e04a e0d0 e0aa e001 e020 e03e e084 e0c6 e0e7 e0e2 e002 e011 e00d e0e7 e002 e011 e00d e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e051 e0e0 e089 e0c6 e08c e0c6 e084 e0c6 e0e1 e0db
hamsymmlr hamfist hamthumbacrossmod hamextfingero hampalml hamchest hammoved,seat,e0e9 e000 e00d e029 e03e e052 e084
hamsymmpar hamparbegin hamfinger2 hamthumbacrossmod hamplus hamflathand hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hamshouldertop hamlrat hamplus hamchest hamlrat hamparend hamnomotion hammovei hamsmallmod hamrepeatfromstart hamplus hamsymmpar hamfinger23 hamthumbacrossmod hamfingerbendmod hamextfingeru hampalmdl hamshoulders hamclose hammoveo hamsmallmod hamrepeatfromstart,security_guard,e0e8 e0e2 e002 e00d e0e7 e001 e0e3 e0e2 e020 e03e e0e7 e022 e03a e0e3 e0e2 e050 e059 e0e7 e052 e059 e0e3 e0af e08c e0c6 e0d8 e0e7 e0e8 e003 e00d e011 e020 e03d e051 e0d0 e089 e0c6 e0d8
hamfinger2 hamfingerstraightmod hamextfingero hampalmu hamlips hamclose hamplus hamparbegin hamfinger2 hamfingerstraightmod hamplus hamflathand hamfingerbendmod hamparend hamparbegin hamextfingerl hampalmd hamplus hamextfingerr hampalmd hamparend hamparbegin hamshouldertop hamplus hamchest hamparend hamseqbegin hammoved hamlargemod hammoveu hamsmallmod hammoved hamsmallmod hamseqend hamplus hamfinger2 hamfingerstraightmod hamextfingero hampalmu hamshouldertop hammoved,seed,e002 e010 e029 e038 e04a e0d0 e0e7 e0e2 e002 e010 e0e7 e001 e011 e0e3 e0e2 e026 e03c e0e7 e022 e03c e0e3 e0e2 e050 e0e7 e052 e0e3 e0e0 e084 e0c7 e080 e0c6 e084 e0c6 e0e1 e0e7 e002 e010 e029 e038 e050 e084
hamsymmpar hampinchall hamextfingero hampalml hamshouldertop hamparbegin hammoveo hamarcd hamsmallmod hamreplace hamextfingeru hampalmd hamparend hamrepeatcontinue,sell,e0e8 e007 e029 e03e e050 e0e2 e089 e0bc e0c6 e0aa e020 e03c e0e3 e0da
hamparbegin hamfist hamplus hamfinger2 hamthumboutmod hamparend hamparbegin hamextfingerl hamplus hamextfingeru hamparend hamparbegin hampalml hamplus hampalmd hamparend hamclose hamchest hamclose hammovei,ooty,e0e2 e000 e0e7 e002 e00c e0e3 e0e2 e026 e0e7 e020 e0e3 e0e2 e03e e0e7 e03c e0e3 e0d0 e052 e0d0 e08c
hamflathand hamthumbacrossmod hamparbegin hamextfingeru hampalmd hamplus hamextfingeru hampalmd hamparend hamclose hamparbegin hammover hamreplace hamextfingeru hampalmu hamparend,open_door,e001 e00d e0e2 e020 e03c e0e7 e020 e03c e0e3 e0d0 e0e2 e082 e0aa e020 e038 e0e3
hamsymmlr hamflathand hamthumboutmod hamextfingerl hampalml hamtouch hamparbegin hamreplace hamextfingerr hambetween hamextfingeror hampalml hamparend hamclose,opendoors,e0e9 e001 e00c e026 e03e e0d1 e0e2 e0aa e022 e0e6 e02a e03e e0e3 e0d0
hamfinger2 hamthumbacrossmod hamextfingerul hampalmd hamforehead hamlrat hamtouch hamnomotion hamplus hampinchall hamthumbacrossmod hamextfingeru hampalml hamneck hamlrat hamclose hamcirclei hamsmallmod hamrepeatfromstart,opinion,e002 e00d e027 e03c e042 e059 e0d1 e0af e0e7 e007 e00d e020 e03e e04f e059 e0d0 e093 e0c6 e0d8
hamparbegin hamfist hamthumbacrossmod hamplus hamflathand hamparend hamparbegin hamextfingeru hampalmdl hamplus hamextfingerur hampalmd hamparend hamparbegin hampalm hamplus hamindexfinger hamfingermidjoint hampalm hamparend hamtouch hamshoulders hamlrat hamclose hamplus hamparbegin hamfist hamthumbacrossmod hamplus hamflathand hamparend hamparbegin hamextfingero hampalml hamplus hamextfingerr hampalmd hamparend hamparbegin hampalm hamplus hamindexfinger hamfingermidjoint hampalm hamparend hamtouch hamchest hamlrat hamclose,oppress,e0e2 e000 e00d e0e7 e001 e0e3 e0e2 e020 e03d e0e7 e021 e03c e0e3 e0e2 e067 e0e7 e071 e078 e067 e0e3 e0d1 e051 e059 e0d0 e0e7 e0e2 e000 e00d e0e7 e001 e0e3 e0e2 e029 e03e e0e7 e022 e03c e0e3 e0e2 e067 e0e7 e071 e078 e067 e0e3 e0d1 e052 e059 e0d0
hamfinger2345 hamthumboutmod hamfingerbendmod hamextfingeru hampalmu hamlips hamclose hamcirclei hamsmallmod hamrepeatfromstart,oral,e005 e00c e011 e020 e038 e04a e0d0 e093 e0c6 e0d8
hamsymmlr hamfinger2345 hamthumboutmod hamextfingero hampalmd hamclose hamparbegin hamcircled hamplus hamcircleu hamparend hamrepeatfromstart hamreplace hamflathand hamextfingero hampalml hamclose hamchest hamlrat,organise,e0e9 e005 e00c e029 e03c e0d0 e0e2 e094 e0e7 e095 e0e3 e0d8 e0aa e001 e029 e03e e0d0 e052 e059
hamfinger2345 hamthumboutmod hamextfingeru hampalmu hamcircleo hamreplace hamfinger2 hamchest hammoveuo hamfast,ourself,e005 e00c e020 e038 e092 e0aa e002 e052 e091 e0c8
hamfinger2 hamthumbacrossmod hamextfingero hampalmd hamshoulders hamlrat hamclose hamcirclei hamlargemod hamslow,oval,e002 e00d e029 e03c e051 e059 e0d0 e093 e0c7 e0c9
hamsymmlr hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingero hamplus hamextfingero hamparend hamparbegin hampalmu hamplus hampalmd hamparend hamchest hamclose hamplus hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingeru hamplus hamextfingero hamparend hamparbegin hampalmd hamplus hampalmd hamparend hamparbegin hamshoulders hamlrat hamplus hamchest hamparend hamplus hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingero hamplus hamextfingero hamparend hamparbegin hampalmd hamplus hampalmd hamparend hamparbegin hamhandback hamplus hampalm hamparend hamtouch hamchest hamclose,over,e0e9 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e029 e0e7 e029 e0e3 e0e2 e038 e0e7 e03c e0e3 e052 e0d0 e0e7 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e020 e0e7 e029 e0e3 e0e2 e03c e0e7 e03c e0e3 e0e2 e051 e059 e0e7 e052 e0e3 e0e7 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e029 e0e7 e029 e0e3 e0e2 e03c e0e7 e03c e0e3 e0e2 e068 e0e7 e067 e0e3 e0d1 e052 e0d0
hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingero hampalmd hamplus hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hampalm hamparend hamtouch hamreplace hamflathand hamthumbacrossmod hamfingerhookmod hamextfingeru hampalmdl hammoveu hamsmallmod hamreplace hamfinger2345 hamthumboutmod hamextfingeru hampalmd hamshoulders hamlrat hamclose hammoveo,over_head_projector,e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e029 e03c e0e7 e029 e038 e0e3 e0e2 e067 e0e7 e067 e0e3 e0d1 e0aa e001 e00d e012 e020 e03d e080 e0c6 e0aa e005 e00c e020 e03c e051 e059 e0d0 e089
hamfinger2345 hamthumboutmod hamextfingerl hampalml hamchest hamreplace hamfinger2345 hamthumboutmod hamfingerbendmod hamextfingerl hampalml hamchest hamrepeatfromstartseveral,pain,e005 e00c e026 e03e e052 e0aa e005 e00c e011 e026 e03e e052 e0d9
hamflathand hamextfingeru hampalmd hamheadtop hamlrat hamparbegin hammoved hamlargemod hamreplace hamextfingerd hampalmd hamparend hamchest hamrepeatfromstartseveral,paint,e001 e020 e03c e041 e059 e0e2 e084 e0c7 e0aa e024 e03c e0e3 e052 e0d9
hamsymmlr hamfinger2 hamthumbacrossmod hamfingerstraightmod hamextfingerd hampalmd hamshoulders hamlrat hammoveu hamlargemod,pant,e0e9 e002 e00d e010 e024 e03c e051 e059 e080 e0c7
hamflathand hamextfingero hampalmd hamchest hamclose hamplus hamflathand hamextfingero hampalmu hamchest hamclose hamplus hamflathand hamextfingero hampalmd hamchest hamclose hamplus hamflathand hamextfingero hampalmu hamchest hamclose,pappad,e001 e029 e03c e052 e0d0 e0e7 e001 e029 e038 e052 e0d0 e0e7 e001 e029 e03c e052 e0d0 e0e7 e001 e029 e038 e052 e0d0
hamfinger2 hamthumbacrossmod hamextfingerul hampalmd hamforehead hamlrat hamtouch hamreplace hamfinger2 hamthumbacrossmod hamextfingerul hampalml hamplus hamfinger2 hamthumbacrossmod hamextfingerul hampalmd hamforehead hamlrat hamtouch hamreplace hamfinger2 hamthumbacrossmod hamextfingerul hampalml,paranoid,e002 e00d e027 e03c e042 e059 e0d1 e0aa e002 e00d e027 e03e e0e7 e002 e00d e027 e03c e042 e059 e0d1 e0aa e002 e00d e027 e03e
hamfist hamextfingeru hampalmd hamlips hamlrat hamreplace hamfist hamextfingerd hampalmu hamplus hamfinger2 hamextfingeru hambetween hamextfingerl hampalmd hamnose hamlrat hamtouch,parent,e000 e020 e03c e04a e059 e0aa e000 e024 e038 e0e7 e002 e020 e0e6 e026 e03c e045 e059 e0d1
hamsymmlr hamcee12 hamextfingeru hampalmdl hamchest hamclose hamcircleu hamplus hamparbegin hamcee12 hamplus hamcee12 hamparend hamparbegin hamextfingeru hampalmr hamplus hamextfingeru hampalml hamparend hamparbegin hamhandback hamplus hamhandback hamparend hamtouch hamchest hamclose,parliament,e0e9 e009 e020 e03d e052 e0d0 e095 e0e7 e0e2 e009 e0e7 e009 e0e3 e0e2 e020 e03a e0e7 e020 e03e e0e3 e0e2 e068 e0e7 e068 e0e3 e0d1 e052 e0d0
hamparbegin hampinchall hamthumbacrossmod hamplus hampinchall hamthumbacrossmod hamparend hamparbegin hamextfingerl hampalmu hamplus hamextfingerr hampalmu hamparend hamparbegin hampinkyside hamplus hamhandback hamparend hamclose hamchest hamclose hamnomotion hamnomotion hamplus hamsymmlr hamfinger2345 hamthumboutmod hamextfingero hambetween hamextfingeror hampalmu hamshouldertop hamclose hammover hamsmallmod,party,e0e2 e007 e00d e0e7 e007 e00d e0e3 e0e2 e026 e038 e0e7 e022 e038 e0e3 e0e2 e06a e0e7 e068 e0e3 e0d0 e052 e0d0 e0af e0af e0e7 e0e9 e005 e00c e029 e0e6 e02a e038 e050 e0d0 e082 e0c6
hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalml hamplus hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hampinkyside hamparend hamtouch hamchest hamclose hammoveol hamrepeatfromstart hamnomotion hamplus hamsymmlr hamflathand hamthumboutmod hamfingerbendmod hamextfingero hampalml hamtouch hamshoulders hamclose hammover hamnomotion hamplus hamflathand hamthumboutmod hamfingerbendmod hamextfingerl hambetween hamextfingerul hampalml hamtongue hamclose,pastry,e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e028 e03e e0e7 e029 e038 e0e3 e0e2 e067 e0e7 e06a e0e3 e0d1 e052 e0d0 e088 e0d8 e0af e0e7 e0e9 e001 e00c e011 e029 e03e e0d1 e051 e0d0 e082 e0af e0e7 e001 e00c e011 e026 e0e6 e027 e03e e04b e0d0
hamparbegin hampinchall hamfingerstraightmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerul hampalmd hamplus hamextfingerr hampalmu hamparend hamparbegin hampalm hamplus hamfingertip hamindexfinger hammiddlefinger hamringfinger hampinky hamparend hamtouch hamchest hammovei hamlargemod,pay-me,e0e2 e007 e010 e0e7 e001 e00c e0e3 e0e2 e027 e03c e0e7 e022 e038 e0e3 e0e2 e067 e0e7 e075 e071 e072 e073 e074 e0e3 e0d1 e052 e08c e0c7
hamfinger2 hamthumbacrossmod hamfingerbendmod hamextfingeru hampalml hamshoulders hamclose hamparbegin hammovedo hamreplace hamfinger2 hamthumbacrossmod hamextfingero hampalml hamparend,pay,e002 e00d e011 e020 e03e e051 e0d0 e0e2 e090 e0aa e002 e00d e029 e03e e0e3
hamsymmlr hamfinger2345 hamthumbacrossmod hamextfingerur hampalmd hambetween hampalml hamshouldertop hamclose hammover hamslow hamrepeatfromstart,peacock,e0e9 e005 e00d e021 e03c e0e6 e03e e050 e0d0 e082 e0c9 e0d8
hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamparend hamparbegin hamextfingero hampalml hamplus hamextfingero hambetween hamextfingerd hampalmdr hamparend hamparbegin hamthumb hamfingerpad hamplus hamindexfinger hamfingermidjoint hamparend hamtouch hamchest hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamthumboutmod hamparend hamparbegin hamextfingero hampalml hamplus hamextfingero hambetween hamextfingerd hampalmdr hamparend hamparbegin hamindexfinger hamfingernail hamplus hamindexfinger hamfingermidjoint hamparend hamclose hamchest hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamparend hamparbegin hamextfingero hampalml hamplus hamextfingero hambetween hamextfingerd hampalmdr hamparend hamparbegin hamthumb hamfingerpad hamplus hamindexfinger hamfingermidjoint hamparend hamtouch hamchest hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamthumboutmod hamparend hamparbegin hamextfingero hampalml hamplus hamextfingero hambetween hamextfingerd hampalmdr hamparend hamparbegin hamindexfinger hamfingernail hamplus hamindexfinger hamfingermidjoint hamparend hamclose hamchest,peas,e0e2 e002 e00d e0e7 e000 e0e3 e0e2 e029 e03e e0e7 e029 e0e6 e024 e03b e0e3 e0e2 e070 e077 e0e7 e071 e078 e0e3 e0d1 e052 e0e7 e0e2 e002 e00d e0e7 e000 e00c e0e3 e0e2 e029 e03e e0e7 e029 e0e6 e024 e03b e0e3 e0e2 e071 e076 e0e7 e071 e078 e0e3 e0d0 e052 e0e7 e0e2 e002 e00d e0e7 e000 e0e3 e0e2 e029 e03e e0e7 e029 e0e6 e024 e03b e0e3 e0e2 e070 e077 e0e7 e071 e078 e0e3 e0d1 e052 e0e7 e0e2 e002 e00d e0e7 e000 e00c e0e3 e0e2 e029 e03e e0e7 e029 e0e6 e024 e03b e0e3 e0e2 e071 e076 e0e7 e071 e078 e0e3 e0d0 e052
