ham,symbol,unicode
hamfist hamthumboutmod hamextfingero hampalml hamchest hamlrat hamclose hamreplace hamfist hamextfingero hampalml hamrepeatfromstart,pen,e000 e00c e029 e03e e052 e059 e0d0 e0aa e000 e029 e03e e0d8
hamparbegin hamcee12 hamthumbacrossmod hamindexfinger hamfingerhookmod hamplus hamcee12 hamthumbacrossmod hamindexfinger hamfingerhookmod hamparend hamparbegin hamextfingerol hambetween hamextfingeru hampalmd hamplus hamextfingeror hambetween hamextfingeru hampalmu hamparend hamparbegin hamindexfinger hamfingerpad hamplus hamindexfinger hamfingerpad hamparend hamtouch hamchest hamclose hammoveu hamsmallmod hamfast hamrepeatfromstartseveral hamplus hamsymmlr hamcee12 hamthumbacrossmod hamindexfinger hamfingerhookmod hamextfingerol hampalmd hamshoulders hamclose hamcircleo hamnomotion hamplus hamparbegin hamflathand hamthumboutmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalmd hamplus hamextfingeru hampalmu hamparend hamparbegin hamindexfinger hamfingermidjoint hamplus hampalm hamparend hamtouch hamshoulders hamclose,perform,e0e2 e009 e00d e071 e012 e0e7 e009 e00d e071 e012 e0e3 e0e2 e028 e0e6 e020 e03c e0e7 e02a e0e6 e020 e038 e0e3 e0e2 e071 e077 e0e7 e071 e077 e0e3 e0d1 e052 e0d0 e080 e0c6 e0c8 e0d9 e0e7 e0e9 e009 e00d e071 e012 e028 e03c e051 e0d0 e092 e0af e0e7 e0e2 e001 e00c e0e7 e002 e00d e0e3 e0e2 e020 e03c e0e7 e020 e038 e0e3 e0e2 e071 e078 e0e7 e067 e0e3 e0d1 e051 e0d0
hamparbegin hamfinger2 hamthumbacrossmod hamfingerstraightmod hamplus hamfinger2 hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingertip hamplus hamindexfinger hamfingertip hamparend hamtouch hamchest hamclose hamplus hamparbegin hamfist hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalml hamplus hamextfingeror hampalmu hamparend hamparbegin hampalm hamplus hampinkyside hamparend hamtouch hamchest hamclose,permanent,e0e2 e002 e00d e010 e0e7 e002 e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e071 e075 e0e7 e071 e075 e0e3 e0d1 e052 e0d0 e0e7 e0e2 e000 e0e7 e001 e00c e0e3 e0e2 e028 e03e e0e7 e02a e038 e0e3 e0e2 e067 e0e7 e06a e0e3 e0d1 e052 e0d0
hamflathand hamthumbacrossmod hamextfingeru hambetween hamextfingerur hampalml hamforehead hamlrat hamtouch hammoveur hamplus hamparbegin hamfinger2345 hamthumboutmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingeror hampalmu hamparend hamparbegin hampalm hamplus hampalm hamparend hamtouch hammoveu hamrepeatfromstart,peteti,e001 e00d e020 e0e6 e021 e03e e042 e059 e0d1 e081 e0e7 e0e2 e005 e00c e0e7 e005 e00c e0e3 e0e2 e028 e03c e0e7 e02a e038 e0e3 e0e2 e067 e0e7 e067 e0e3 e0d1 e080 e0d8
hamparbegin hamfinger2 hamthumboutmod hamplus hamcee12 hamfingerstraightmod hamparend hamparbegin hamextfingeru hampalmdl hamplus hamextfingeru hampalmdr hamparend hamparbegin hamshoulders hamlrat hamplus hamlrat hamshoulders hamparend hamplus hamparbegin hamcee12 hamfingerhookmod hamplus hamcee12 hamfingerhookmod hamparend hamparbegin hamextfingeru hampalmdl hamplus hamextfingeru hampalmdr hamparend hamparbegin hamchest hamlrat hamplus hamlrat hamchest hamparend,photograph,e0e2 e002 e00c e0e7 e009 e010 e0e3 e0e2 e020 e03d e0e7 e020 e03b e0e3 e0e2 e051 e059 e0e7 e059 e051 e0e3 e0e7 e0e2 e009 e012 e0e7 e009 e012 e0e3 e0e2 e020 e03d e0e7 e020 e03b e0e3 e0e2 e052 e059 e0e7 e059 e052 e0e3
hamfinger23 hamthumbacrossmod hamextfingerl hampalml hamshoulders hamlrat hamclose hamreplace hamfinger2 hamthumbacrossmod hamfingerstraightmod hamextfingero hampalml hamreplace hamfinger23 hamthumbacrossmod hamextfingerul hampalmd hamforehead hamlrat hamtouch hammover hamsmallmod hamrepeatreverse,physical_memory,e003 e00d e026 e03e e051 e059 e0d0 e0aa e002 e00d e010 e029 e03e e0aa e003 e00d e027 e03c e042 e059 e0d1 e082 e0c6 e0dc
hamparbegin hamflathand hamfingerstraightmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingeru hampalmd hamplus hamextfingerr hampalmu hamparend hamparbegin hamshoulders hamlrat hamplus hamchest hamlrat hamparend hammover hamsmallmod hammovel hamsmallmod hamfast hamrepeatfromstart hamplus hamsymmlr hamflathand hamthumboutmod hamextfingerul hampalmdr hamshoulders hamclose hammover hamreplace hamextfingeru hampalmdl,phython,e0e2 e001 e010 e0e7 e001 e00c e0e3 e0e2 e020 e03c e0e7 e022 e038 e0e3 e0e2 e051 e059 e0e7 e052 e059 e0e3 e082 e0c6 e086 e0c6 e0c8 e0d8 e0e7 e0e9 e001 e00c e027 e03b e051 e0d0 e082 e0aa e020 e03d
hamfinger2345 hamthumboutmod hamextfingerl hampalmd hambelowstomach hamparbegin hammoveu hamlargemod hamreplace hamfist hamextfingerl hampalmdr hamparend hamshoulders,pick,e005 e00c e026 e03c e054 e0e2 e080 e0c7 e0aa e000 e026 e03b e0e3 e051
hamfinger2 hamextfingeru hampalmur hamteeth hamclose hamreplace hamfinger2 hamfingerhookmod hamextfingeru hampalmur hamteeth hamclose hamplus hamfinger2 hamextfingeru hampalmur hamteeth hamclose hamreplace hamfinger2 hamfingerhookmod hamextfingeru hampalmur hamteeth hamclose,pickle,e002 e020 e039 e04c e0d0 e0aa e002 e012 e020 e039 e04c e0d0 e0e7 e002 e020 e039 e04c e0d0 e0aa e002 e012 e020 e039 e04c e0d0
hamsymmlr hamcee12 hamextfingero hampalmd hamparbegin hamfingerside hamindexfinger hammiddlefinger hamplus hamfingerside hamindexfinger hammiddlefinger hamparend hamtouch hammover,pipe,e0e9 e009 e029 e03c e0e2 e07a e071 e072 e0e7 e07a e071 e072 e0e3 e0d1 e082
hamsymmlr hamflathand hamfingerhookmod hamextfingerd hambetween hamextfingerl hampalml hamshoulders hammoveo hamsmallmod hamfast hamrepeatfromstart,plastic,e0e9 e001 e012 e024 e0e6 e026 e03e e051 e089 e0c6 e0c8 e0d8
hampinchall hamthumbacrossmod hamfingerstraightmod hamextfingeru hampalmu hamlips hamclose hammovei hamsmallmod hamrepeatfromstart hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerd hampalmd hamplus hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hammiddlefinger hamfingerpad hamparend hamclose hamcircled,plate,e007 e00d e010 e020 e038 e04a e0d0 e08c e0c6 e0d8 e0e7 e0e2 e002 e00d e0e7 e001 e00c e0e3 e0e2 e024 e03c e0e7 e029 e038 e0e3 e0e2 e067 e0e7 e072 e077 e0e3 e0d0 e094
hamparbegin hamcee12 hamfingerstraightmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingerpad hamplus hamindexfinger hamfingerpad hamparend hamtouch hamshoulders hamclose hamplus hamparbegin hamcee12 hamfingerstraightmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamshoulders hamplus hamlrat hamshoulders hamparend hamplus hamparbegin hamcee12 hamfingerstraightmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingerpad hamplus hamindexfinger hamfingerpad hamparend hamtouch hamshoulders hamclose hamplus hamparbegin hamcee12 hamfingerstraightmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamshoulders hamplus hamlrat hamshoulders hamparend hamplus hamfist hamthumbacrossmod hamextfingerd hampalmd hamshouldertop hamlrat hamclose hammoveu hamsmallmod hamrepeatfromstart,play_store,e0e2 e009 e010 e0e7 e002 e00d e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e071 e077 e0e7 e071 e077 e0e3 e0d1 e051 e0d0 e0e7 e0e2 e009 e010 e0e7 e002 e00d e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e051 e0e7 e059 e051 e0e3 e0e7 e0e2 e009 e010 e0e7 e002 e00d e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e071 e077 e0e7 e071 e077 e0e3 e0d1 e051 e0d0 e0e7 e0e2 e009 e010 e0e7 e002 e00d e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e051 e0e7 e059 e051 e0e3 e0e7 e000 e00d e024 e03c e050 e059 e0d0 e080 e0c6 e0d8
hamparbegin hampinch12 hamthumbacrossmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingerpad hamplus hamindexfinger hamfingertip hamparend hamtouch hamshoulders hamclose hamnomotion hamreplace hamfinger2 hamthumbacrossmod hamextfingero hampalml,pointtoward,e0e2 e006 e00d e0e7 e002 e00d e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e071 e077 e0e7 e071 e075 e0e3 e0d1 e051 e0d0 e0af e0aa e002 e00d e029 e03e
hamsymmlr hamfingerstraightmod hamalternatingmotion hamfist hamparbegin hamextfingeru hampalmdl hamplus hamextfingerur hampalmdr hamparend hamparbegin hamthumbball hamplus hamthumbball hamparend hamtouch hamchest hamseqbegin hammovei hammoveo hamseqend hamrepeatfromstart hamplus hamfinger2345 hamthumboutmod hamfingerbendmod hamextfingero hampalmd hamchest,police_station,e0e9 e010 e0dd e000 e0e2 e020 e03d e0e7 e021 e03b e0e3 e0e2 e066 e0e7 e066 e0e3 e0d1 e052 e0e0 e08c e089 e0e1 e0d8 e0e7 e005 e00c e011 e029 e03c e052
hamparbegin hamfinger2 hamplus hamfinger2345 hamthumboutmod hamfingerbendmod hamparend hamparbegin hamextfingerl hampalmd hamplus hamextfingeru hampalmu hamparend hamparbegin hamlips hamlrat hamplus hamlrat hamchest hamparend hammover hamplus hamparbegin hamcee12 hamfingerstraightmod hamplus hamfinger2345 hamthumboutmod hamfingerbendmod hamparend hamparbegin hamextfingeru hampalmdl hamplus hamextfingeru hampalmu hamparend hamparbegin hamlips hamplus hamlrat hamchest hamparend hammovedl,pomogrante,e0e2 e002 e0e7 e005 e00c e011 e0e3 e0e2 e026 e03c e0e7 e020 e038 e0e3 e0e2 e04a e059 e0e7 e059 e052 e0e3 e082 e0e7 e0e2 e009 e010 e0e7 e005 e00c e011 e0e3 e0e2 e020 e03d e0e7 e020 e038 e0e3 e0e2 e04a e0e7 e059 e052 e0e3 e085
hamfist hamthumboutmod hamextfingeru hampalmdl hamteeth hamtouch hamplus hamsymmlr hamflathand hamthumboutmod hamextfingerl hampalml hamchest hamclose hamcircleu hamplus hamsymmlr hamflathand hamextfingero hambetween hamextfingeror hampalml hamstomach hamclose,pond,e000 e00c e020 e03d e04c e0d1 e0e7 e0e9 e001 e00c e026 e03e e052 e0d0 e095 e0e7 e0e9 e001 e029 e0e6 e02a e03e e053 e0d0
hamsymmpar hamflathand hamparbegin hamextfingerl hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hammiddlefinger hamfingernail hamplus hamthumbball hamparend hamclose hamchest hamparbegin hammoveur hamlargemod hamarcu hamparend,postpone,e0e8 e001 e0e2 e026 e03e e0e7 e022 e03a e0e3 e0e2 e072 e076 e0e7 e066 e0e3 e0d0 e052 e0e2 e081 e0c7 e0ba e0e3
hamfinger2345 hamthumbopenmod hamfingerbendmod hamringfinger hamdoublehooked hampinky hamdoublehooked hamextfingero hambetween hamextfingeru hampalmul hamchest hamtwisting,potatoes,e005 e00e e011 e073 e014 e074 e014 e029 e0e6 e020 e03f e052 e0a7
hamflathand hamfingerbendmod hamextfingeru hampalml hamshoulders hamlrat hamseqbegin hammoveil hamsmallmod hammoveor hamsmallmod hamseqend,powder,e001 e011 e020 e03e e051 e059 e0e0 e08b e0c6 e08a e0c6 e0e1
hamnondominant hamfist hamthumbacrossmod hamextfingerr hampalmd hamlrat hamchest hamclose hamplus hamparbegin hamflathand hamthumboutmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingerr hampalmd hamparend hamparbegin hamchest hamlrat hamplus hamlrat hamchest hamparend hamplus hamparbegin hamfist hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingerr hampalmd hamparend hamparbegin hampalm hamplus hammiddlefinger hamfingermidjoint hamhandback hamparend hamtouch hamlrat hamchest hamclose,power_electricity,e0ea e000 e00d e022 e03c e059 e052 e0d0 e0e7 e0e2 e001 e00c e0e7 e000 e00d e0e3 e0e2 e020 e03e e0e7 e022 e03c e0e3 e0e2 e052 e059 e0e7 e059 e052 e0e3 e0e7 e0e2 e000 e00d e0e7 e000 e00d e0e3 e0e2 e020 e03e e0e7 e022 e03c e0e3 e0e2 e067 e0e7 e072 e078 e068 e0e3 e0d1 e059 e052 e0d0
hamparbegin hamfist hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingero hampalmd hamparend hamparbegin hamhandback hamplus hampalm hamparend hamtouch hamlrat hamshoulders hamclose hammoveu hamsmallmod hamrepeatfromstart,practical,e0e2 e000 e00d e0e7 e000 e00d e0e3 e0e2 e028 e03c e0e7 e029 e03c e0e3 e0e2 e068 e0e7 e067 e0e3 e0d1 e059 e051 e0d0 e080 e0c6 e0d8
hamsymmlr hamflathand hamextfingeruo hampalml hamseqbegin hamtouch hamfingerpad hammiddlefinger hampalm hamseqend hamshoulders,pray,e0e9 e001 e031 e03e e0e0 e0d1 e077 e072 e067 e0e1 e051
hampinch12open hamthumbacrossmod hamextfingeru hampalmdl hamchest hamlrat hamtouch hamnomotion hammoveo hamsmallmod hamrepeatreverse hamnomotion hamplus hamfinger2 hamfingerstraightmod hamextfingeru hampalmdl hamchest hamclose hamnomotion hammover hamsmallmod hamreplace hamextfingeru hampalmd hamplus hampinch12open hamthumbacrossmod hamextfingeru hampalmdl hamshouldertop hamlrat hamclose hammoveo hamsmallmod hamrepeatfromstart hampinch12open hamthumbacrossmod hamextfingeru hampalmdl hamchest hamlrat hamtouch hamnomotion hammoveo hamsmallmod hamrepeatreverse hamnomotion hamplus hamfinger2 hamfingerstraightmod hamextfingeru hampalmdl hamchest hamclose hamnomotion hammover hamsmallmod hamreplace hamextfingeru hampalmd hamplus hampinch12open hamthumbacrossmod hamextfingeru hampalmdl hamshouldertop hamlrat hamclose hammoveo hamsmallmod hamrepeatfromstart,prefer,e008 e00d e020 e03d e052 e059 e0d1 e0af e089 e0c6 e0dc e0af e0e7 e002 e010 e020 e03d e052 e0d0 e0af e082 e0c6 e0aa e020 e03c e0e7 e008 e00d e020 e03d e050 e059 e0d0 e089 e0c6 e0d8 e008 e00d e020 e03d e052 e059 e0d1 e0af e089 e0c6 e0dc e0af e0e7 e002 e010 e020 e03d e052 e0d0 e0af e082 e0c6 e0aa e020 e03c e0e7 e008 e00d e020 e03d e050 e059 e0d0 e089 e0c6 e0d8
hampinch12open hamthumbacrossmod hamextfingeru hampalmd hambetween hampalml hamlrat hamshouldertop hamtouch hammoveo hamsmallmod hamrepeatfromstart hamplus hamsymmlr hamflathand hamthumboutmod hamextfingero hampalml hamshoulders hamclose hammoveo hamslow,preference,e008 e00d e020 e03c e0e6 e03e e059 e050 e0d1 e089 e0c6 e0d8 e0e7 e0e9 e001 e00c e029 e03e e051 e0d0 e089 e0c9
hamparbegin hamcee12 hamfingerstraightmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalmdl hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingerpad hamplus hamindexfinger hamfingerpad hamparend hamtouch hamchest hamclose hamplus hamparbegin hamfist hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingerr hampalmd hamparend hamparbegin hampalm hamplus hamthumb hamfingertip hamparend hamtouch hamchest hamclose,president,e0e2 e009 e010 e0e7 e002 e00d e0e3 e0e2 e020 e03d e0e7 e020 e03a e0e3 e0e2 e071 e077 e0e7 e071 e077 e0e3 e0d1 e052 e0d0 e0e7 e0e2 e000 e00c e0e7 e001 e00c e0e3 e0e2 e026 e03e e0e7 e022 e03c e0e3 e0e2 e067 e0e7 e070 e075 e0e3 e0d1 e052 e0d0
hamsymmlr hamflathand hamfingerstraightmod hamextfingerul hampalml hamshouldertop hamclose hammoved,priest,e0e9 e001 e010 e027 e03e e050 e0d0 e084
hamparbegin hamfist hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingero hampalmd hamplus hamextfingeror hampalmu hamparend hamparbegin hampalm hamplus hamfingermidjoint hamindexfinger hammiddlefinger hamringfinger hampinky hamparend hamtouch hamparbegin hamreplace hamextfingero hampalml hamparend hamrepeatfromstart,print,e0e2 e000 e00c e0e7 e001 e00c e0e3 e0e2 e029 e03c e0e7 e02a e038 e0e3 e0e2 e067 e0e7 e078 e071 e072 e073 e074 e0e3 e0d1 e0e2 e0aa e029 e03e e0e3 e0d8
hamsymmpar hamfinger23 hamthumbacrossmod hamindexfinger hammiddlefinger hamringfinger hamextfingero hampalml hamchest hammoveo,procedure,e0e8 e003 e00d e071 e072 e073 e029 e03e e052 e089
hamfinger2 hamfingerbendmod hamextfingeru hampalml hamshouldertop hamseqbegin hammoveo hamsmallmod hammovei hamsmallmod hamseqend hamrepeatfromstart hamplus hamparbegin hamfinger23spread hamthumbacrossmod hamplus hamflathand hamparend hamparbegin hamextfingerdl hampalmdl hamplus hamextfingero hampalmur hamparend hamparbegin hampalm hamplus hamindexfinger hamfingertip hamparend hamclose hammoveo,profession,e002 e011 e020 e03e e050 e0e0 e089 e0c6 e08c e0c6 e0e1 e0d8 e0e7 e0e2 e004 e00d e0e7 e001 e0e3 e0e2 e025 e03d e0e7 e029 e039 e0e3 e0e2 e067 e0e7 e071 e075 e0e3 e0d0 e089
hamparbegin hampinch12 hamthumbacrossmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingerpad hampalm hamplus hamindexfinger hamfingertip hamparend hamtouch hamshoulders hamclose hamnomotion hamplus hamparbegin hamflathand hamplus hamflathand hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingerr hampalmd hamparend hamparbegin hamneck hamlrat hamplus hamlowerarm hamlrat hamparend hamnomotion hammoveo hamsmallmod hamrepeatfromstart,professor,e0e2 e006 e00d e0e7 e002 e00d e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e071 e077 e067 e0e7 e071 e075 e0e3 e0d1 e051 e0d0 e0af e0e7 e0e2 e001 e0e7 e001 e0e3 e0e2 e020 e03e e0e7 e022 e03c e0e3 e0e2 e04f e059 e0e7 e063 e059 e0e3 e0af e089 e0c6 e0d8
hamsymmlr hamflathand hamfingerstraightmod hamextfingeru hampalml hamshoulders hamclose hammoveu,progress,e0e9 e001 e010 e020 e03e e051 e0d0 e080
hamfinger2 hamthumbacrossmod hamextfingeru hampalmu hameyes hamlrat hamclose hamnomotion hamplus hamflathand hamthumboutmod hamextfingeru hambetween hamextfingero hampalmu hamshouldertop hamclose hamnomotion hamplus hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingero hampalmu hamplus hamextfingerr hampalmu hamparend hamparbegin hampalm hamplus hamhandback hamparend hamtouch hamshoulders hamclose hammoveu hamrepeatfromstart,proof,e002 e00d e020 e038 e044 e059 e0d0 e0af e0e7 e001 e00c e020 e0e6 e029 e038 e050 e0d0 e0af e0e7 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e029 e038 e0e7 e022 e038 e0e3 e0e2 e067 e0e7 e068 e0e3 e0d1 e051 e0d0 e080 e0d8
hamsymmlr hamfinger2345 hamthumboutmod hamindexfinger hamdoublehooked hammiddlefinger hamdoublehooked hamringfinger hamdoublebent hamextfingero hampalmd hamtouch hamchest hamclose hammoved hamnomotion hamplus hamsymmlr hamflathand hamextfingerul hampalmd hamtouch hamforehead hamclose hammovedr hamlargemod hamplus hampinchall hamthumbacrossmod hamextfingeru hampalmdl hamshouldertop hamlrat hamclose hamplus hamsymmlr hamfinger2345 hamthumboutmod hamextfingerul hambetween hamextfingerl hampalml hamchest hamtouch hamnomotion hammover hamnomotion hamplus hamsymmlr hamfinger2345 hamthumboutmod hamextfingero hambetween hamextfingeru hampalmu hamchest hamclose hammover hamwavy,property,e0e9 e005 e00c e071 e014 e072 e014 e073 e013 e029 e03c e0d1 e052 e0d0 e084 e0af e0e7 e0e9 e001 e027 e03c e0d1 e042 e0d0 e083 e0c7 e0e7 e007 e00d e020 e03d e050 e059 e0d0 e0e7 e0e9 e005 e00c e027 e0e6 e026 e03e e052 e0d1 e0af e082 e0af e0e7 e0e9 e005 e00c e029 e0e6 e020 e038 e052 e0d0 e082 e0bd
hamsymmpar hamflathand hamparbegin hamextfingerl hampalml hamplus hamextfingero hampalmr hamparend hamparbegin hamindexfinger hamfingerside hamplus hampinkyside hamparend hamtouch hamchest hammoveol hamarcu,protect,e0e8 e001 e0e2 e026 e03e e0e7 e029 e03a e0e3 e0e2 e071 e07a e0e7 e06a e0e3 e0d1 e052 e088 e0ba
hamnondominant hamfist hamthumbacrossmod hamextfingeru hampalmu hamlrat hamshoulders hamclose hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingerd hambetween hamextfingerl hampalmd hamplus hamextfingeru hampalmu hamparend hamparbegin hamindexfinger hamfingerbase hamhandback hamplus hamindexfinger hamfingerpad hamparend hamclose hamshoulders hamclose hamcircled hamslow hamrepeatfromstart hamnomotion hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingeru hampalmu hamparend hamparbegin hampinkyside hamplus hamindexfinger hamfingertip hamparend hamclose hamshoulders hamclose hammovel hamsmallmod hamnomotion hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingerl hampalmd hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingermidjoint hamplus hamindexfinger hamfingermidjoint hamparend hamtouch hamshoulders hamclose hammovei hamsmallmod hamrepeatfromstart,proton,e0ea e000 e00d e020 e038 e059 e051 e0d0 e0e7 e0e2 e002 e00d e0e7 e000 e00d e0e3 e0e2 e024 e0e6 e026 e03c e0e7 e020 e038 e0e3 e0e2 e071 e079 e068 e0e7 e071 e077 e0e3 e0d0 e051 e0d0 e094 e0c9 e0d8 e0af e0e7 e0e2 e002 e00d e0e7 e000 e00d e0e3 e0e2 e026 e03e e0e7 e020 e038 e0e3 e0e2 e06a e0e7 e071 e075 e0e3 e0d0 e051 e0d0 e086 e0c6 e0af e0e7 e0e2 e002 e00d e0e7 e002 e00d e0e3 e0e2 e026 e03c e0e7 e020 e03a e0e3 e0e2 e071 e078 e0e7 e071 e078 e0e3 e0d1 e051 e0d0 e08c e0c6 e0d8
hamparbegin hampinch12 hamthumbacrossmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingerpad hamplus hamindexfinger hamfingernail hamhandback hamparend hamtouch hamshoulders hamclose hamnomotion hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfinger2 hamthumboutmod hamparend hamparbegin hamextfingeru hampalmd hamplus hamextfingerul hampalmr hamparend hamparbegin hamhandback hamplus hamindexfinger hamfingermidjoint hamparend hamclose hamshoulders hamclose hamnomotion hammoved hamplus hamfinger2 hamthumbacrossmod hamextfingerur hampalml hamshouldertop hamlrat hamclose hammoveur hamlargemod,puducherry,e0e2 e006 e00d e0e7 e002 e00d e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e071 e077 e0e7 e071 e076 e068 e0e3 e0d1 e051 e0d0 e0af e0e7 e0e2 e002 e00d e0e7 e002 e00c e0e3 e0e2 e020 e03c e0e7 e027 e03a e0e3 e0e2 e068 e0e7 e071 e078 e0e3 e0d0 e051 e0d0 e0af e084 e0e7 e002 e00d e021 e03e e050 e059 e0d0 e081 e0c7
hamsymmpar hamparbegin hamfinger2 hamfingerbendmod hamplus hamfist hamparend hamparbegin hamextfingero hambetween hamextfingerl hampalml hamplus hamextfingerr hampalmu hamparend hamparbegin hampinkyside hamplus hampinky hamfingerbase hamhandback hamparend hamclose hamlrat hamchest hammoveir,pull,e0e8 e0e2 e002 e011 e0e7 e000 e0e3 e0e2 e029 e0e6 e026 e03e e0e7 e022 e038 e0e3 e0e2 e06a e0e7 e074 e079 e068 e0e3 e0d0 e059 e052 e08d
